grid_name,teff,tinner,number,odep,mdot,vexp
half-iron,3400,1000,38,18.7,0.000144,6.52
half-iron,3400,1000,39,19.3,0.000148,6.49
half-iron,3400,1000,40,19.8,0.000152,6.46
half-iron,3400,1000,41,20.3,0.000156,6.44
half-iron,3400,1000,42,20.8,0.00016,6.41
half-iron,3400,1000,43,21.3,0.000165,6.38
half-iron,3400,1000,44,21.8,0.000169,6.35
half-iron,3400,1000,45,22.3,0.000173,6.33
half-iron,3400,1000,46,22.8,0.000177,6.3
half-iron,3400,1000,47,23.3,0.000182,6.28
half-iron,3400,1000,48,23.8,0.000186,6.25
half-iron,3400,1000,49,24.3,0.00019,6.23
half-iron,3400,1000,50,24.8,0.000195,6.2
half-iron,3400,1000,51,25.3,0.000199,6.18
half-iron,3400,1000,52,25.8,0.000203,6.16
half-iron,3400,1000,53,26.3,0.000208,6.13
half-iron,3400,1000,54,26.8,0.000212,6.11
half-iron,3400,1000,55,27.3,0.000216,6.09
half-iron,3400,1000,56,27.8,0.000221,6.06
half-iron,3400,1000,57,28.3,0.000225,6.04
half-iron,3400,1000,58,28.8,0.00023,6.02
half-iron,3400,1000,59,29.3,0.000234,6.0
half-iron,3400,1000,60,29.8,0.000239,5.98
half-iron,3400,1000,61,30.3,0.000243,5.96
half-iron,3400,1000,62,30.8,0.000248,5.94
half-iron,3400,1000,63,31.4,0.000253,5.92
half-iron,3400,1000,64,31.9,0.000257,5.9
half-iron,3400,1000,65,32.4,0.000262,5.88
half-iron,3400,1000,66,32.9,0.000266,5.86
half-iron,3400,1000,67,33.4,0.000271,5.84
half-iron,3400,1000,68,33.9,0.000276,5.82
half-iron,3400,1000,69,34.4,0.00028,5.8
half-iron,3400,1000,70,34.9,0.000285,5.78
half-iron,3400,1000,71,35.4,0.00029,5.77
half-iron,3400,1000,72,35.9,0.000294,5.75
half-iron,3400,1000,73,36.4,0.000299,5.73
half-iron,3400,1000,74,36.9,0.000304,5.71
half-iron,3400,1000,75,37.4,0.000309,5.7
half-iron,3400,1000,76,37.9,0.000314,5.68
half-iron,3400,1000,77,38.4,0.000318,5.66
half-iron,3400,1000,78,38.9,0.000323,5.65
half-iron,3400,1000,79,39.4,0.000328,5.63
half-iron,3400,1000,80,39.9,0.000333,5.61
half-iron,3400,1000,81,40.4,0.000338,5.6
half-iron,3400,1000,82,40.9,0.000343,5.58
half-iron,3400,1000,83,41.4,0.000348,5.57
half-iron,3400,1000,84,41.9,0.000353,5.55
half-iron,3400,1000,85,42.4,0.000358,5.54
half-iron,3400,1000,86,42.9,0.000362,5.52
half-iron,3400,1000,87,43.4,0.000367,5.51
half-iron,3400,1000,88,44.0,0.000372,5.49
half-iron,3400,1000,89,44.5,0.000377,5.47
half-iron,3400,1000,90,45.0,0.000383,5.46
half-iron,3400,1000,91,45.5,0.000388,5.45
half-iron,3400,1000,92,46.0,0.000393,5.43
half-iron,3400,1000,93,46.5,0.000398,5.42
half-iron,3400,1000,94,47.0,0.000403,5.41
half-iron,3400,1000,95,47.5,0.000408,5.39
half-iron,3400,1000,96,48.0,0.000413,5.38
half-iron,3400,1000,97,48.5,0.000418,5.37
half-iron,3400,1000,98,49.0,0.000423,5.35
half-iron,3400,1000,99,49.5,0.000429,5.34
half-iron,3400,1000,100,50.0,0.000434,5.33
half-iron,3400,1200,1,0.1,2.36e-06,13.8
half-iron,3400,1200,2,0.604,7.98e-06,9.61
half-iron,3400,1200,3,1.11,1.24e-05,8.86
half-iron,3400,1200,4,1.61,1.62e-05,8.47
half-iron,3400,1200,5,2.12,2.02e-05,8.25
half-iron,3400,1200,6,2.62,2.4e-05,8.22
half-iron,3400,1200,7,3.12,2.77e-05,8.05
half-iron,3400,1200,8,3.63,3.13e-05,7.92
half-iron,3400,1200,9,4.13,3.5e-05,7.81
half-iron,3400,1200,10,4.64,3.8e-05,7.74
half-iron,3400,1200,11,5.14,4.16e-05,7.65
half-iron,3400,1200,12,5.64,4.52e-05,7.57
half-iron,3400,1200,13,6.15,4.88e-05,7.49
half-iron,3400,1200,14,6.65,5.24e-05,7.42
half-iron,3400,1200,15,7.16,5.6e-05,7.36
half-iron,3400,1200,16,7.66,5.97e-05,7.3
half-iron,3400,1200,17,8.16,6.33e-05,7.25
half-iron,3400,1200,18,8.67,6.7e-05,7.19
half-iron,3400,1200,19,9.17,7.07e-05,7.14
half-iron,3400,1200,20,9.68,7.44e-05,7.1
half-iron,3400,1200,21,10.2,7.81e-05,7.05
half-iron,3400,1200,22,10.7,8.18e-05,7.01
half-iron,3400,1200,23,11.2,8.56e-05,6.96
half-iron,3400,1200,24,11.7,8.94e-05,6.92
half-iron,3400,1200,25,12.2,9.27e-05,6.95
half-iron,3400,1200,26,12.7,9.65e-05,6.91
half-iron,3400,1200,27,13.2,0.0001,6.88
half-iron,3400,1200,28,13.7,0.000104,6.84
half-iron,3400,1200,29,14.2,0.000108,6.8
half-iron,3400,1200,30,14.7,0.000112,6.77
half-iron,3400,1200,31,15.2,0.000116,6.74
half-iron,3400,1200,32,15.7,0.00012,6.7
half-iron,3400,1200,33,16.2,0.000124,6.67
half-iron,3400,1200,34,16.7,0.000128,6.64
half-iron,3400,1200,35,17.2,0.000132,6.61
half-iron,3400,1200,36,17.7,0.000136,6.58
half-iron,3400,1200,37,18.2,0.00014,6.55
half-iron,3400,1200,38,18.7,0.000144,6.52
half-iron,3400,1200,39,19.3,0.000148,6.49
half-iron,3400,1200,40,19.8,0.000152,6.46
half-iron,3400,1200,41,20.3,0.000156,6.44
half-iron,3400,1200,42,20.8,0.00016,6.41
half-iron,3400,1200,43,21.3,0.000165,6.38
half-iron,3400,1200,44,21.8,0.000169,6.35
half-iron,3400,1200,45,22.3,0.000173,6.33
half-iron,3400,1200,46,22.8,0.000177,6.3
half-iron,3400,1200,47,23.3,0.000182,6.28
half-iron,3400,1200,48,23.8,0.000186,6.25
half-iron,3400,1200,49,24.3,0.00019,6.23
half-iron,3400,1200,50,24.8,0.000195,6.2
half-iron,3400,1200,51,25.3,0.000199,6.18
half-iron,3400,1200,52,25.8,0.000203,6.16
half-iron,3400,1200,53,26.3,0.000208,6.13
half-iron,3400,1200,54,26.8,0.000212,6.11
half-iron,3400,1200,55,27.3,0.000216,6.09
half-iron,3400,1200,56,27.8,0.000221,6.06
half-iron,3400,1200,57,28.3,0.000225,6.04
half-iron,3400,1200,58,28.8,0.00023,6.02
half-iron,3400,1200,59,29.3,0.000234,6.0
half-iron,3400,1200,60,29.8,0.000239,5.98
half-iron,3400,1200,61,30.3,0.000243,5.96
half-iron,3400,1200,62,30.8,0.000248,5.94
half-iron,3400,1200,63,31.4,0.000253,5.92
half-iron,3400,1200,64,31.9,0.000257,5.9
half-iron,3400,1200,65,32.4,0.000262,5.88
half-iron,3400,1200,66,32.9,0.000266,5.86
half-iron,3400,1200,67,33.4,0.000271,5.84
half-iron,3400,1200,68,33.9,0.000276,5.82
half-iron,3400,1200,69,34.4,0.00028,5.8
half-iron,3400,1200,70,34.9,0.000285,5.78
half-iron,3400,1200,71,35.4,0.00029,5.77
half-iron,3400,1200,72,35.9,0.000294,5.75
half-iron,3400,1200,73,36.4,0.000299,5.73
half-iron,3400,1200,74,36.9,0.000304,5.71
half-iron,3400,1200,75,37.4,0.000309,5.7
half-iron,3400,1200,76,37.9,0.000314,5.68
half-iron,3400,1200,77,38.4,0.000318,5.66
half-iron,3400,1200,78,38.9,0.000323,5.65
half-iron,3400,1200,79,39.4,0.000328,5.63
half-iron,3400,1200,80,39.9,0.000333,5.61
half-iron,3400,1200,81,40.4,0.000338,5.6
half-iron,3400,1200,82,40.9,0.000343,5.58
half-iron,3400,1200,83,41.4,0.000348,5.57
half-iron,3400,1200,84,41.9,0.000353,5.55
half-iron,3400,1200,85,42.4,0.000358,5.54
half-iron,3400,1200,86,42.9,0.000362,5.52
half-iron,3400,1200,87,43.4,0.000367,5.51
half-iron,3400,1200,88,44.0,0.000372,5.49
half-iron,3400,1200,89,44.5,0.000377,5.47
half-iron,3400,1200,90,45.0,0.000383,5.46
half-iron,3400,1200,91,45.5,0.000388,5.45
half-iron,3400,1200,92,46.0,0.000393,5.43
half-iron,3400,1200,93,46.5,0.000398,5.42
half-iron,3400,1200,94,47.0,0.000403,5.41
half-iron,3400,1200,95,47.5,0.000408,5.39
half-iron,3400,1200,96,48.0,0.000413,5.38
half-iron,3400,1200,97,48.5,0.000418,5.37
half-iron,3400,1200,98,49.0,0.000423,5.35
half-iron,3400,1200,99,49.5,0.000429,5.34
half-iron,3400,1200,100,50.0,0.000434,5.33
half-iron,3400,600,1,0.1,2.36e-06,13.8
half-iron,3400,600,2,0.604,7.98e-06,9.61
half-iron,3400,600,3,1.11,1.24e-05,8.86
half-iron,3400,600,4,1.61,1.62e-05,8.47
half-iron,3400,600,5,2.12,2.02e-05,8.25
half-iron,3400,600,6,2.62,2.4e-05,8.22
half-iron,3400,600,7,3.12,2.77e-05,8.05
half-iron,3400,600,8,3.63,3.13e-05,7.92
half-iron,3400,600,9,4.13,3.5e-05,7.81
half-iron,3400,600,10,4.64,3.8e-05,7.74
half-iron,3400,600,11,5.14,4.16e-05,7.65
half-iron,3400,600,12,5.64,4.52e-05,7.57
half-iron,3400,600,13,6.15,4.88e-05,7.49
half-iron,3400,600,14,6.65,5.24e-05,7.42
half-iron,3400,600,15,7.16,5.6e-05,7.36
half-iron,3400,600,16,7.66,5.97e-05,7.3
half-iron,3400,600,17,8.16,6.33e-05,7.25
half-iron,3400,600,18,8.67,6.7e-05,7.19
half-iron,3400,600,19,9.17,7.07e-05,7.14
half-iron,3400,600,20,9.68,7.44e-05,7.1
half-iron,3400,600,21,10.2,7.81e-05,7.05
half-iron,3400,600,22,10.7,8.18e-05,7.01
half-iron,3400,600,23,11.2,8.56e-05,6.96
half-iron,3400,600,24,11.7,8.94e-05,6.92
half-iron,3400,600,25,12.2,9.27e-05,6.95
half-iron,3400,600,26,12.7,9.65e-05,6.91
half-iron,3400,600,27,13.2,0.0001,6.88
half-iron,3400,600,28,13.7,0.000104,6.84
half-iron,3400,600,29,14.2,0.000108,6.8
half-iron,3400,600,30,14.7,0.000112,6.77
half-iron,3400,600,31,15.2,0.000116,6.74
half-iron,3400,600,32,15.7,0.00012,6.7
half-iron,3400,600,33,16.2,0.000124,6.67
half-iron,3400,600,34,16.7,0.000128,6.64
half-iron,3400,600,35,17.2,0.000132,6.61
half-iron,3400,600,36,17.7,0.000136,6.58
half-iron,3400,600,37,18.2,0.00014,6.55
half-iron,3400,600,38,18.7,0.000144,6.52
half-iron,3400,600,39,19.3,0.000148,6.49
half-iron,3400,600,40,19.8,0.000152,6.46
half-iron,3400,600,41,20.3,0.000156,6.44
half-iron,3400,600,42,20.8,0.00016,6.41
half-iron,3400,600,43,21.3,0.000165,6.38
half-iron,3400,600,44,21.8,0.000169,6.35
half-iron,3400,600,45,22.3,0.000173,6.33
half-iron,3400,600,46,22.8,0.000177,6.3
half-iron,3400,600,47,23.3,0.000182,6.28
half-iron,3400,600,48,23.8,0.000186,6.25
half-iron,3400,600,49,24.3,0.00019,6.23
half-iron,3400,600,50,24.8,0.000195,6.2
half-iron,3400,600,51,25.3,0.000199,6.18
half-iron,3400,600,52,25.8,0.000203,6.16
half-iron,3400,600,53,26.3,0.000208,6.13
half-iron,3400,600,54,26.8,0.000212,6.11
half-iron,3400,600,55,27.3,0.000216,6.09
half-iron,3400,600,56,27.8,0.000221,6.06
half-iron,3400,600,57,28.3,0.000225,6.04
half-iron,3400,600,58,28.8,0.00023,6.02
half-iron,3400,600,59,29.3,0.000234,6.0
half-iron,3400,600,60,29.8,0.000239,5.98
half-iron,3400,600,61,30.3,0.000243,5.96
half-iron,3400,600,62,30.8,0.000248,5.94
half-iron,3400,600,63,31.4,0.000253,5.92
half-iron,3400,600,64,31.9,0.000257,5.9
half-iron,3400,600,65,32.4,0.000262,5.88
half-iron,3400,600,66,32.9,0.000266,5.86
half-iron,3400,600,67,33.4,0.000271,5.84
half-iron,3400,600,68,33.9,0.000276,5.82
half-iron,3400,600,69,34.4,0.00028,5.8
half-iron,3400,600,70,34.9,0.000285,5.78
half-iron,3400,600,71,35.4,0.00029,5.77
half-iron,3400,600,72,35.9,0.000294,5.75
half-iron,3400,600,73,36.4,0.000299,5.73
half-iron,3400,600,74,36.9,0.000304,5.71
half-iron,3400,600,75,37.4,0.000309,5.7
half-iron,3400,600,76,37.9,0.000314,5.68
half-iron,3400,600,77,38.4,0.000318,5.66
half-iron,3400,600,78,38.9,0.000323,5.65
half-iron,3400,600,79,39.4,0.000328,5.63
half-iron,3400,600,80,39.9,0.000333,5.61
half-iron,3400,600,81,40.4,0.000338,5.6
half-iron,3400,600,82,40.9,0.000343,5.58
half-iron,3400,600,83,41.4,0.000348,5.57
half-iron,3400,600,84,41.9,0.000353,5.55
half-iron,3400,600,85,42.4,0.000358,5.54
half-iron,3400,600,86,42.9,0.000362,5.52
half-iron,3400,600,87,43.4,0.000367,5.51
half-iron,3400,600,88,44.0,0.000372,5.49
half-iron,3400,600,89,44.5,0.000377,5.47
half-iron,3400,600,90,45.0,0.000383,5.46
half-iron,3400,600,91,45.5,0.000388,5.45
half-iron,3400,600,92,46.0,0.000393,5.43
half-iron,3400,600,93,46.5,0.000398,5.42
half-iron,3400,600,94,47.0,0.000403,5.41
half-iron,3400,600,95,47.5,0.000408,5.39
half-iron,3400,600,96,48.0,0.000413,5.38
half-iron,3400,600,97,48.5,0.000418,5.37
half-iron,3400,600,98,49.0,0.000423,5.35
half-iron,3400,600,99,49.5,0.000429,5.34
half-iron,3400,600,100,50.0,0.000434,5.33
half-iron,3400,800,1,0.1,2.36e-06,13.8
half-iron,3400,800,2,0.604,7.98e-06,9.61
half-iron,3400,800,3,1.11,1.24e-05,8.86
half-iron,3400,800,4,1.61,1.62e-05,8.47
half-iron,3400,800,5,2.12,2.02e-05,8.25
half-iron,3400,800,6,2.62,2.4e-05,8.22
half-iron,3400,800,7,3.12,2.77e-05,8.05
half-iron,3400,800,8,3.63,3.13e-05,7.92
half-iron,3400,800,9,4.13,3.5e-05,7.81
half-iron,3400,800,10,4.64,3.8e-05,7.74
half-iron,3400,800,11,5.14,4.16e-05,7.65
half-iron,3400,800,12,5.64,4.52e-05,7.57
half-iron,3400,800,13,6.15,4.88e-05,7.49
half-iron,3400,800,14,6.65,5.24e-05,7.42
half-iron,3400,800,15,7.16,5.6e-05,7.36
half-iron,3400,800,16,7.66,5.97e-05,7.3
half-iron,3400,800,17,8.16,6.33e-05,7.25
half-iron,3400,800,18,8.67,6.7e-05,7.19
half-iron,3400,800,19,9.17,7.07e-05,7.14
half-iron,3400,800,20,9.68,7.44e-05,7.1
half-iron,3400,800,21,10.2,7.81e-05,7.05
half-iron,3400,800,22,10.7,8.18e-05,7.01
half-iron,3400,800,23,11.2,8.56e-05,6.96
half-iron,3400,800,24,11.7,8.94e-05,6.92
half-iron,3400,800,25,12.2,9.27e-05,6.95
half-iron,3400,800,26,12.7,9.65e-05,6.91
half-iron,3400,800,27,13.2,0.0001,6.88
half-iron,3400,800,28,13.7,0.000104,6.84
half-iron,3400,800,29,14.2,0.000108,6.8
half-iron,3400,800,30,14.7,0.000112,6.77
half-iron,3400,800,31,15.2,0.000116,6.74
half-iron,3400,800,32,15.7,0.00012,6.7
half-iron,3400,800,33,16.2,0.000124,6.67
half-iron,3400,800,34,16.7,0.000128,6.64
half-iron,3400,800,35,17.2,0.000132,6.61
half-iron,3400,800,36,17.7,0.000136,6.58
half-iron,3400,800,37,18.2,0.00014,6.55
half-iron,3400,800,38,18.7,0.000144,6.52
half-iron,3400,800,39,19.3,0.000148,6.49
half-iron,3400,800,40,19.8,0.000152,6.46
half-iron,3400,800,41,20.3,0.000156,6.44
half-iron,3400,800,42,20.8,0.00016,6.41
half-iron,3400,800,43,21.3,0.000165,6.38
half-iron,3400,800,44,21.8,0.000169,6.35
half-iron,3400,800,45,22.3,0.000173,6.33
half-iron,3400,800,46,22.8,0.000177,6.3
half-iron,3400,800,47,23.3,0.000182,6.28
half-iron,3400,800,48,23.8,0.000186,6.25
half-iron,3400,800,49,24.3,0.00019,6.23
half-iron,3400,800,50,24.8,0.000195,6.2
half-iron,3400,800,51,25.3,0.000199,6.18
half-iron,3400,800,52,25.8,0.000203,6.16
half-iron,3400,800,53,26.3,0.000208,6.13
half-iron,3400,800,54,26.8,0.000212,6.11
half-iron,3400,800,55,27.3,0.000216,6.09
half-iron,3400,800,56,27.8,0.000221,6.06
half-iron,3400,800,57,28.3,0.000225,6.04
half-iron,3400,800,58,28.8,0.00023,6.02
half-iron,3400,800,59,29.3,0.000234,6.0
half-iron,3400,800,60,29.8,0.000239,5.98
half-iron,3400,800,61,30.3,0.000243,5.96
half-iron,3400,800,62,30.8,0.000248,5.94
half-iron,3400,800,63,31.4,0.000253,5.92
half-iron,3400,800,64,31.9,0.000257,5.9
half-iron,3400,800,65,32.4,0.000262,5.88
half-iron,3400,800,66,32.9,0.000266,5.86
half-iron,3400,800,67,33.4,0.000271,5.84
half-iron,3400,800,68,33.9,0.000276,5.82
half-iron,3400,800,69,34.4,0.00028,5.8
half-iron,3400,800,70,34.9,0.000285,5.78
half-iron,3400,800,71,35.4,0.00029,5.77
half-iron,3400,800,72,35.9,0.000294,5.75
half-iron,3400,800,73,36.4,0.000299,5.73
half-iron,3400,800,74,36.9,0.000304,5.71
half-iron,3400,800,75,37.4,0.000309,5.7
half-iron,3400,800,76,37.9,0.000314,5.68
half-iron,3400,800,77,38.4,0.000318,5.66
half-iron,3400,800,78,38.9,0.000323,5.65
half-iron,3400,800,79,39.4,0.000328,5.63
half-iron,3400,800,80,39.9,0.000333,5.61
half-iron,3400,800,81,40.4,0.000338,5.6
half-iron,3400,800,82,40.9,0.000343,5.58
half-iron,3400,800,83,41.4,0.000348,5.57
half-iron,3400,800,84,41.9,0.000353,5.55
half-iron,3400,800,85,42.4,0.000358,5.54
half-iron,3400,800,86,42.9,0.000362,5.52
half-iron,3400,800,87,43.4,0.000367,5.51
half-iron,3400,800,88,44.0,0.000372,5.49
half-iron,3400,800,89,44.5,0.000377,5.47
half-iron,3400,800,90,45.0,0.000383,5.46
half-iron,3400,800,91,45.5,0.000388,5.45
half-iron,3400,800,92,46.0,0.000393,5.43
half-iron,3400,800,93,46.5,0.000398,5.42
half-iron,3400,800,94,47.0,0.000403,5.41
half-iron,3400,800,95,47.5,0.000408,5.39
half-iron,3400,800,96,48.0,0.000413,5.38
half-iron,3400,800,97,48.5,0.000418,5.37
half-iron,3400,800,98,49.0,0.000423,5.35
half-iron,3400,800,99,49.5,0.000429,5.34
half-iron,3400,800,100,50.0,0.000434,5.33
